user;eventsPerDay;commitCommentEventsPerDay;createEventsPerDay;deleteEventsPerDay;downloadEventsPerDay;followEventsPerDay;forkEventsPerDay;forkApplyEventsPerDay;gistEventsPerDay;gollumEventsPerDay;issueEventsPerDay;issueCommentEventsPerDay;memberEventsPerDay;publicEventsPerDay;pullRequestEventsPerDay;pullRequestReviewEventsPerDay;pushDatesEventsPerDay;teamAddEventsPerDay;watchDatesEventsPerDay
sohel364;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
santheo;41.72743868867661;0.0;6.815481652483846;0.8345487737735321;0.0;0.1390914622955887;1.1127316983647095;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6954573114779434;0.0;31.434670478803042;0.0;0.6954573114779434
amezhenin;3.4342151705395216;0.0;0.42355320436654104;0.0;0.0;0.32052674925035535;0.6181587306971139;0.0;0.0;0.0;0.0;0.0;0.057236919508992026;0.034342151705395216;0.0;0.0;0.0;0.0;1.9803974150111243
mikeymicrophone;15.49227418456367;0.0;1.0328182789709113;0.0;0.0;0.6196909673825468;1.4975865045078214;0.0;0.10328182789709113;0.0;0.0;0.0;0.6196909673825468;0.0;0.0;0.0;0.0;0.0;11.619205638422752
JoostvanPinxten;0.9691291970360799;0.0;0.05451351733327949;0.0;0.0;0.0;0.0;0.0;0.0;0.030285287407377497;0.04239940237032849;0.22411112681459347;0.0;0.0;0.012114114962950999;0.0;0.60570574814755;0.0;0.0
enrique7mc;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
ascari-smith;0.3408952998594672;0.00410717228746346;0.01642868914985384;0.00410717228746346;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.09446496261165958;0.0;0.00410717228746346;0.0;0.2176801312355634;0.0;0.0
IanWhitney;0.17616449705495718;0.0;0.03284422826448354;0.0;0.0;0.0029858389331348673;0.008957516799404602;0.0;0.0;0.0;0.008957516799404602;0.008957516799404602;0.0029858389331348673;0.0029858389331348673;0.0029858389331348673;0.0;0.08658932906091116;0.0;0.017915033598809204
wlandau;0.09062937662450989;0.0;0.0;0.0;0.0;0.007348327834419721;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.08328104879009017;0.0;0.0
lightstrike;0.8746583829678907;0.0;0.02915527943226302;0.0;0.0;0.008746583829678906;0.04081739120516823;0.0;0.0;0.002915527943226302;0.005831055886452604;0.154522980990994;0.02623975148903672;0.0;0.020408695602584116;0.011662111772905208;0.5247950297807343;0.0;0.049563975034847135
bikesharebot;3.477614712985324;0.0;0.0;0.0;0.0;0.2675088240757942;1.3375441203789709;0.0;0.0;0.0;0.2675088240757942;0.2675088240757942;0.0;0.0;0.0;0.0;0.0;0.0;1.3375441203789709
MKaoskat;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
JordanMatuschka;0.329444147592106;0.0;0.005536876430119428;0.0;0.0;0.013842191075298571;0.002768438215059714;0.0;0.0;0.0;0.10520065217226914;0.022147505720477714;0.002768438215059714;0.0;0.011073752860238857;0.0;0.07197939359155257;0.0;0.09412689931203028
jackandking;0.4944828533492056;0.0;0.0;0.0;0.0;0.2472414266746028;0.2472414266746028;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0
mechanoid;1.3184642577158137;0.008789761718105424;0.10108225975821238;0.008789761718105424;0.0;0.0351590468724217;0.030764166013368982;0.0;0.0;0.01757952343621085;0.19337475779831934;0.290062136697479;0.05273857030863254;0.013184642577158135;0.057133451167685256;0.0;0.290062136697479;0.0;0.21974404295263558
raejin;30.40216005470512;0.0;0.9120648016411537;0.0;0.0;1.4187674692195724;0.40536213406273497;0.0;0.0;0.0;3.2428970725018798;10.944777619693845;0.0;0.0;0.9120648016411537;0.10134053351568374;1.216086402188205;0.0;11.046118153209529
tiagobsbraga;4.901513058504437;0.0;0.9966409885625689;0.016338376861681457;0.0;0.4084594215420364;0.44113617526539933;0.0;0.032676753723362914;0.0;0.06535350744672583;0.24507565292522185;0.14704539175513312;0.0;0.16338376861681456;0.0;0.22873727606354038;0.0;2.1566657457419525
razagilani;11.61431859079601;0.038714395302653366;0.8517166966583741;0.8130023013557207;0.0;0.3484295577238803;0.0;0.0;0.0;0.2322863718159202;3.91015392556799;1.2775750449875611;0.0;0.038714395302653366;1.6647189980140948;0.0;2.206720532251242;0.0;0.2322863718159202
goatiie;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
zmsaunders;0.8731751204245598;0.014552918673742664;0.026195253612736794;0.0;0.0;0.06985400963396478;0.07858576083821038;0.0;0.011642334938994131;0.11642334938994131;0.03492700481698239;0.18045619155440903;0.02037408614323973;0.002910583734748533;0.014552918673742664;0.008731751204245597;0.014552918673742664;0.0;0.2794160385358591
paluka;4.016000166093834;0.01338666722031278;0.21418667552500448;0.01338666722031278;0.0;0.08032000332187668;0.05354666888125112;0.0;0.0;0.06693333610156389;0.7630400315578284;0.6024000249140751;0.01338666722031278;0.04016000166093834;0.0;0.0;1.3520533892515907;0.0;0.8032000332187668
zenorocha;43.20043200432004;0.0;3.4560345603456035;0.14400144001440016;0.0;5.616056160561605;3.3120331203312032;0.0;5.472054720547206;0.0;0.2880028800288003;1.2960129601296013;0.8640086400864009;0.0;1.5840158401584017;0.0;3.7440374403744037;0.0;17.424174241742417
zachwaugh;4.909984563478314;0.0;0.49099845634783146;0.0;0.0;0.5728315324058034;0.3600655346550764;0.0;0.0;0.0;0.08183307605797191;0.09819969126956629;0.08183307605797191;0.016366615211594382;0.032733230423188764;0.0;0.39279876507826517;0.0;2.782324585971045
boneskull;7.508175133978345;0.025027250446594485;0.1751907531261614;0.07508175133978345;0.0;0.05005450089318897;0.025027250446594485;0.0;0.0;0.0;1.3264442736695077;3.453760561630039;0.0;0.0;1.1262262700967518;0.20021800357275588;0.9009810160774014;0.0;0.12513625223297242
dkuzminov;11.962228111914193;6.9820351836886925;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;1.0253338381640738;0.8300321547042502;0.0;0.0;0.09765084172991179;0.04882542086495589;2.9783506727623092;0.0;0.0
rdmpage;9.075436413998162;0.0;0.7865378225465073;0.06050290942665441;0.0;0.6655320036931985;0.27226309241994484;0.0;0.0;1.0285494602531249;1.1193038243931066;1.7545843733729778;0.06050290942665441;0.0;0.21176018299329044;0.0;1.1798067338197609;0.0;1.936093101652941
idleberg;1.0034182806396792;0.01672363801066132;0.11706546607462924;0.0;0.0;0.10034182806396792;0.05017091403198396;0.0;0.0;0.0;0.01672363801066132;0.11706546607462924;0.06689455204264529;0.0;0.1505127420959519;0.0;0.28430184618124243;0.0;0.0836181900533066
enapps;0.16064741706487004;0.0;0.003312317877626186;0.001656158938813093;0.0;0.003312317877626186;0.0;0.0;0.0;0.0;0.049684768164392795;0.059621721797271356;0.0;0.0;0.024842384082196398;0.0;0.013249271510504744;0.0;0.004968476816439279
dltj;18.44276729738749;0.0;2.3975597486603735;0.12295178198258326;0.0;0.0;0.0;0.0;0.0;0.36885534594774977;0.12295178198258326;1.4139454927997075;0.0;0.0;5.409878407233664;0.18442767297387488;8.299245283824371;0.0;0.0
whadar;1.4223729274141474;0.0;0.08060113255346835;0.0;0.0;0.10430734801037081;0.17542599438107817;0.0;0.03792994473104393;0.0;0.16594350819831719;0.14697853583279522;0.02844745854828295;0.0;0.023706215456902456;0.0;0.24180339766040507;0.0;0.41722939204148324
Tuhkah;Infinity;NaN;NaN;NaN;NaN;Infinity;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
daacevedob;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
FHedin;1.4626456745500516;0.0;0.028679326951961796;0.0;0.0;0.0;0.0;0.0;0.0;0.9177384624627775;0.0;0.028679326951961796;0.028679326951961796;0.0;0.05735865390392359;0.0;0.40151057732746515;0.0;0.0
lsdr;6.241400616530947;0.0;0.5617260554877852;0.020804668721769823;0.0;0.4785073806007059;0.4368980431571663;0.0;0.041609337443539646;0.0;0.0;0.0;0.12482801233061894;0.0;0.0;0.0;0.6241400616530947;0.0;3.9528870571362664
allbombs;0.47896704034576315;0.0;0.022672995992698848;0.0;0.0;0.039677742987222986;0.04251186748631034;0.0;0.014170622495436781;0.0;0.008502373497262069;0.011336497996349424;0.0;0.0;0.0;0.0;0.10486260646623217;0.0;0.23523233342425054
dartemyev;Infinity;NaN;NaN;NaN;NaN;Infinity;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN
bitboxer;5.44481994282939;0.0362987996188626;0.19964339790374433;0.0362987996188626;0.0;0.19964339790374433;0.1633445982848817;0.0;0.0;0.0181493998094313;0.3266891965697634;2.413870174654363;0.1088963988565878;0.0;0.2177927977131756;0.0181493998094313;1.0345157891375842;0.0;0.6715277929489581
jt-zoovy;7.882257561280599;0.0;0.02627419187093533;0.02627419187093533;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.07882257561280599;0.0;0.0;0.0;7.750886601925922;0.0;0.0
5sw;0.8370001333968963;0.005580000889312642;0.09207001467365859;0.002790000444656321;0.0;0.0;0.04464000711450113;0.0;0.022320003557250567;0.002790000444656321;0.0530100084484701;0.3096900493568516;0.002790000444656321;0.0;0.10044001600762756;0.10881001734159651;0.07533001200572066;0.0;0.016740002667937924
orarbel;11.848547044491477;0.07899031362994317;0.19747578407485794;0.0;0.0;0.23697094088982953;0.03949515681497159;0.0;0.0;0.0;2.330214252083324;6.200739619950539;0.0;0.0;0.9083886067443465;0.5134370385946306;0.868893449929375;0.0;0.47394188177965907
ndelage;7.908307567261803;0.02636102522420601;1.4762174125555365;0.07908307567261803;0.0;0.10544410089682404;0.15816615134523607;0.0;0.0;0.02636102522420601;0.0;0.13180512612103004;0.15816615134523607;0.05272205044841202;2.820629698990043;0.7908307567261803;2.0825209927122748;0.0;0.0
jacob-carlborg;0.8745880840275349;0.04955999142822697;0.014576468067125582;0.0;0.0;0.02332234890740093;0.03789881697452651;0.0;0.0;0.0;0.06122116588192744;0.14867997428468094;0.0;0.0;0.11952703815042977;0.25946113159483536;0.005830587226850232;0.0;0.15451056151153117
MikereDD;4.58449073152872;0.0;1.1308410471104176;0.687673609729308;0.0;0.076408178858812;0.5807021593269712;0.0;0.0;0.0;0.0;0.0152816357717624;0.1222530861740992;0.0;0.1375347219458616;0.0;1.176685954425705;0.0;0.6571103381857832
ShatQQ;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
CodeTh3ory;3.1702656048741202;0.035225173387490226;0.1643841424749544;0.035225173387490226;0.0;0.18786759139994785;0.7397286411372948;0.0;0.0;0.0;0.0;0.0;0.0821920712374772;0.0;0.0821920712374772;0.0;1.8317090161494916;0.0;0.01174172446249674
jimmac;2.8951668138823248;0.07720444837019533;0.13510778464784182;0.019301112092548832;0.0;0.04825278023137208;0.04825278023137208;0.0;0.0;0.009650556046274416;0.2895166813882325;0.7623939276556789;0.0;0.0;0.38602224185097667;0.009650556046274416;0.7816950397482277;0.0;0.3184683495270557
luciensn;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
wvanbergen;6.2774228563581795;0.0;0.5649680570722362;0.08369897141810906;0.0;0.4184948570905453;0.6068175427812906;0.0;0.0;0.14647319998169087;0.1883226856907454;0.5858927999267635;0.04184948570905453;0.0627742285635818;0.33479588567243623;0.1255484571271636;0.3557206285269635;0.0;2.762066056797599
BrodyEscalera;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
explicitcall;1.519318290323789;0.07596591451618945;0.010128788602158594;0.0;0.0;0.020257577204317187;0.020257577204317187;0.0;0.0;0.0;0.035450760107555074;0.5317614016133262;0.0;0.0;0.2937348694625992;0.0;0.4760530643014539;0.0;0.05570833731187226
cataliniacob;0.9500920529968092;0.009500920529968091;0.01583486754994682;0.003166973509989364;0.0;0.0;0.009500920529968091;0.0;0.0;0.003166973509989364;0.15834867549946818;0.3325322185488832;0.0;0.0;0.10767709933963837;0.003166973509989364;0.29452853642901083;0.0;0.012667894039957456
van-gog;3.564685845556685;0.0;0.0831760030629893;0.0;0.0;0.04752914460742246;0.04752914460742246;0.0;0.0;0.0;0.011882286151855615;0.05941143075927808;0.0;0.011882286151855615;0.02376457230371123;0.0;0.0;0.0;3.27951097791215
josephyzhou;42.032341551693946;0.0;1.9615092724123842;0.14010780517231314;0.0;1.120862441378505;1.120862441378505;0.0;0.0;0.0;6.1647434275817785;21.156278581019286;0.0;0.0;4.48344976551402;0.8406468310338788;2.66204829827395;0.0;2.3818326879293235
msweaver;2.1748905695251346;0.007249635231750449;0.10874452847625674;0.021748905695251345;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05799708185400359;0.0;0.0;0.9352029448958079;0.03624817615875225;1.0076992972133123;0.0;0.0
peterflynn;78.037031461689;0.26012343820563;2.6012343820562998;0.78037031461689;0.0;0.26012343820563;0.0;0.0;0.0;1.3006171910281499;6.50308595514075;35.89703447237694;0.0;0.0;7.54357970796327;10.144814090019569;12.74604847207587;0.0;0.0
shane-tomlinson;60.92716477131158;0.0;1.421633844663937;0.6092716477131158;0.0;0.0;0.0;0.0;0.0;0.20309054923770525;13.403976249688547;29.448129639467265;0.0;0.0;6.498897575606568;3.249448787803284;6.092716477131158;0.0;0.0
tiennou;58.08676710836812;0.5808676710836812;0.9681127851394686;0.9681127851394686;0.0;0.0;0.0;0.0;0.0;0.0;2.7107157983905124;25.558177527681973;0.0;0.0;10.84286319356205;9.487505294366793;6.970412053004175;0.0;0.0
njx;77.31174649382878;0.25770582164609596;2.3193523948148633;1.0308232865843838;0.0;0.0;0.0;0.0;0.0;1.5462349298765756;6.95805718444459;32.98634517070028;0.0;0.0;7.731174649382878;11.081350330782126;13.400702725596988;0.0;0.0
slok;1.8992617499235018;0.0;0.3102127524875053;0.0;0.0;0.29755100748801533;0.21524966499133022;0.0;0.006330872499745006;0.0;0.018992617499235018;0.006330872499745006;0.03165436249872503;0.06963959749719507;0.018992617499235018;0.0;0.006330872499745006;0.0;0.9179765124630259
maxhutch;0.4852713000990072;0.0;0.06431306386854313;0.0;0.0;0.008769963254801335;0.032156531934271565;0.0;0.04677313735894045;0.049696458443874235;0.0029233210849337783;0.0;0.008769963254801335;0.0;0.0;0.0;0.21924908137003338;0.0;0.05261977952880801
zaiste;5.261505127430122;0.0;0.17538350424767074;0.0;0.0;0.3507670084953415;0.4033820597696427;0.0;0.0;0.0;0.15784515382290368;0.5261505127430122;0.0701534016990683;0.017538350424767073;0.8243024699640524;0.0;0.6664573161411488;0.0;2.0695253501225146
willdurand;46.1752235721666;0.76958705953611;0.461752235721666;0.0;0.0;1.53917411907222;1.385256707164998;0.0;0.0;0.0;3.694017885773328;11.389888481134427;0.153917411907222;0.153917411907222;4.925357181031104;4.925357181031104;1.077421883350554;0.0;15.699576014536644
Haacked;97.72318550439415;0.3257439516813138;4.23467137185708;1.3029758067252553;0.0;1.3029758067252553;0.3257439516813138;0.0;0.0;0.3257439516813138;12.70401411557124;38.43778629839503;0.0;0.6514879033626276;17.590173390790948;7.166366936988904;13.029758067252553;0.0;0.3257439516813138
awestendorf;0.8869933208923851;0.011826577611898469;0.07391611007436542;0.03252308843272079;0.0;0.014783222014873086;0.011826577611898469;0.0;0.0;0.011826577611898469;0.0857426876862639;0.18626859738740087;0.0;0.0;0.15670215335765472;0.0029566444029746172;0.2631413518647409;0.0;0.03547973283569541
jrao;0.852541641413026;0.04831069301340481;0.0028418054713767534;0.0;0.0;0.0;0.00852541641413026;0.0;0.0;0.0;0.0;0.022734443771014027;0.0;0.0;0.0795705531985491;0.0;0.690558729544551;0.0;0.0
nedimmuminovic;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
jsuereth;62.07387078001854;3.103693539000927;2.2760419286006797;0.6207387078001854;0.0;0.2069129026000618;1.034564513000309;0.0;0.0;0.0;3.5175193442010504;22.760419286006798;0.6207387078001854;0.0;11.794035448203523;1.4483903182004325;14.070077376804202;0.0;0.6207387078001854
michaelc-zoovy;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
ndonald2;6.354550061326802;0.21181833537756006;0.3812730036796081;0.2753638359908281;0.0;0.12709100122653602;0.021181833537756007;0.0;0.0;0.0;0.3812730036796081;2.3300016891531605;0.0;0.0;0.8684551750479962;0.4660003378306321;1.0590916768878003;0.0;0.23300016891531605
croostibat;0.40830021407407063;0.0;0.0;0.0;0.0;0.20415010703703532;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.20415010703703532
inca;1.6571635497670765;0.0;0.03314327099534153;0.005523878499223588;0.0;0.08838205598757741;0.11047756998447175;0.0;0.022095513996894352;0.0;0.06628654199068305;0.1325730839813661;0.0;0.0;0.15466859797826046;0.038667149494565116;0.2706700464619558;0.0;0.7346758403967372
soulmatt;9.202083189805256;0.0;0.5469769728205921;0.22522581233789085;0.0;0.06435023209654024;0.06435023209654024;0.0;0.0;0.16087558024135062;1.287004641930805;0.25740092838616097;0.19305069628962074;0.0;0.0;0.0;6.209797397316134;0.0;0.19305069628962074
RR-2004;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
RebelPaha;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0;-0.0
mrdoob;44.97595035987701;0.0;0.29983966906584675;0.0;0.0;4.047835532388931;8.545430568376633;0.0;0.0;0.14991983453292337;2.2487975179938506;8.545430568376633;0.0;0.0;1.4991983453292337;0.0;0.0;0.0;19.639498323812962
abcdw;0.8889425119985804;0.0;0.07704168437321031;0.008889425119985805;0.0;0.04148398389326709;0.06518911754656256;0.0;0.014815708533309675;0.07407854266654837;0.014815708533309675;0.08889425119985804;0.00592628341332387;0.0;0.03555770047994322;0.0;0.17482536069305415;0.0;0.28742474554620767
andremm;Infinity;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;NaN;Infinity
tristaneuan;1.0356846826728372;0.0;0.15343476780338328;0.0;0.0;0.1726141137788062;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.05753803792626873;0.0;0.652097763164379
